accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
RS_GCF_900453105.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella ovis,2227,676907,30,304,4431,2322490
RS_GCF_900625095.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ihumii,3060,958497,30,313.2,2769,3300815
RS_GCF_904846035.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter aestuarii,2356,788135,30,334.5,2427,2796792
RS_GCF_904846155.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter fulvigenes,2987,958299,31,320.8,3578,3465773
RS_GCF_904846315.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter jeotgali,2597,881108,31,339.3,3762,3138794
RS_GCF_904846345.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter maritimus,2606,875710,31,336,2374,3176096
RS_GCF_904846715.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter vallis,2698,899433,29,333.4,4340,3222629
RS_GCF_904848165.1,Recommended approach,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter arenosus,2932,997032,30,340.1,3630,3696886
GB_GCA_000824785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium plurifarium,6788,2091471,21,308.1,3861,7140341
GB_GCA_000949895.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium arsenijevicii,5889,1849448,22,314.1,2832,6298483
GB_GCA_001704765.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium shofinae,5981,1773288,20,296.5,2501,6214790
RS_GCF_000009625.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium japonicum,7377,2196109,30,297.7,3919,7596297
RS_GCF_000015445.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella bacilliformis,1235,392754,30,318,2885,1445021
RS_GCF_000046705.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella henselae,1634,480828,30,294.3,3037,1931047
RS_GCF_000092045.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,6254,1884429,30,301.3,2841,6530228
RS_GCF_000176035.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium opportunistum,6635,1998893,30,301.3,2932,6884444
RS_GCF_000185905.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium ciceri,6405,1948962,30,304.3,3583,6690028
RS_GCF_000196435.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella tribocorum,2309,666174,30,288.5,5036,2642404
RS_GCF_000230995.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium australicum,5935,1806532,30,304.4,4126,6200534
RS_GCF_000273375.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella birtlesii,1622,474732,30,292.7,2873,1834009
RS_GCF_000278155.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella doshiae,1572,482639,31,307,2699,1810183
RS_GCF_000298315.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium grahamii,7030,2059524,24,293,4195,7146037
RS_GCF_000312525.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella florencae,1877,527896,20,281.2,2871,2053511
RS_GCF_000312545.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella senegalensis,1692,481408,33,284.5,2854,2002317
RS_GCF_000312565.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella rattaustraliani,1943,534127,20,274.9,2858,2158445
RS_GCF_000312665.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium mesoamericanum,6322,1849444,28,292.5,2840,6461927
RS_GCF_000330885.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium tropici,6360,1946833,30,306.1,5024,6686334
RS_GCF_000350085.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium metallidurans,6061,1799745,20,296.9,2863,6232533
RS_GCF_000359745.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium freirei,6658,2056385,22,308.9,3841,7083871
RS_GCF_000384965.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella bovis,1386,441427,30,318.5,2864,1624667
RS_GCF_000419765.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium mongolense,7146,2045628,21,286.3,2839,7166346
RS_GCF_000426285.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leucaenae,6475,1936730,27,299.1,2837,6679728
RS_GCF_000427465.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium arboris,6332,1984484,30,313.4,4316,6850303
RS_GCF_000472705.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium erdmanii,6714,2047479,20,305,3761,7023073
RS_GCF_000518085.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella grahamii,1892,548370,26,289.8,2857,2198488
RS_GCF_000518165.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella elizabethae,1662,497813,22,299.5,2862,1963970
RS_GCF_000518185.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella clarridgeiae,1235,400742,28,324.5,2860,1492589
RS_GCF_000577275.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium favelukesii,7694,2160519,21,280.8,3653,7569648
RS_GCF_000696095.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium rhizogenes,6599,2079374,26,315.1,4162,7044473
RS_GCF_000706625.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella koehlerae,1462,431915,30,295.4,2856,1747106
RS_GCF_000706645.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella rochalimae,1297,407119,30,313.9,2858,1534143
RS_GCF_000739935.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rubi,5000,1564573,23,312.9,2831,5293384
RS_GCF_000816845.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum,7068,2107323,30,298.1,3169,7311190
RS_GCF_000949865.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium nepotum,5006,1565799,21,312.8,2832,5328872
RS_GCF_001187535.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium ecuadorense,8290,2130817,20,257,2814,7383497
RS_GCF_001281405.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella ancashensis,1255,400324,30,319,2717,1467695
RS_GCF_001461695.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,6285,1886761,22,300.2,2872,6579820
RS_GCF_001541315.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,5410,1663039,21,307.4,2875,5657766
RS_GCF_001542405.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium altiplani,7977,2336281,25,292.9,3249,8099863
RS_GCF_001651855.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium americanum,6201,1931646,21,311.5,2875,6653547
RS_GCF_001651865.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium glycinis,5607,1736880,26,309.8,2871,6039294
RS_GCF_001651875.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium saheli,5554,1719158,24,309.5,2514,5994348
RS_GCF_002008165.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium laguerreae,7113,2123553,26,298.5,2825,7323210
RS_GCF_002008225.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium salinitolerans,4634,1474420,27,318.2,2832,4990461
RS_GCF_002008365.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,7445,2259061,22,303.4,3358,7811012
RS_GCF_002022685.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella schoenbuchensis,1641,469926,30,286.4,4702,1728487
RS_GCF_002204185.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium esperanzae,6085,1824588,21,299.9,2841,6294057
RS_GCF_002270415.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sophorae,7667,2326061,25,303.4,4973,8049106
RS_GCF_002284535.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium wenxiniae,6561,1911787,23,291.4,2854,6681850
RS_GCF_002284575.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium temperatum,6985,2045471,23,292.8,3810,7165358
RS_GCF_002288525.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sojae,5697,1748972,30,307,2874,6094027
RS_GCF_002531755.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium acidisoli,7143,2152558,30,301.4,2840,7497685
RS_GCF_002531935.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium chutanense,6529,2011131,21,308,3176,6883664
RS_GCF_002914525.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium hidalgonense,7039,2092600,20,297.3,2840,7268818
RS_GCF_002915175.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rosae,5213,1616605,22,310.1,2831,5464393
RS_GCF_003025035.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium paranaense,3866,1180859,22,305.4,2837,4051979
RS_GCF_003034915.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium helmanticense,6588,2014588,22,305.8,2860,6879637
RS_GCF_003148495.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium loti,7265,2178387,26,299.8,2932,7451806
RS_GCF_003240565.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium tumorigenes,5607,1705049,21,304.1,2834,5899412
RS_GCF_003240585.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium tubonense,6388,1876942,21,293.8,2835,6540512
RS_GCF_003253745.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium kowhaii,7872,2321208,20,294.9,2863,8062617
RS_GCF_003289945.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium hawassense,7001,2138664,30,305.5,3885,7338563
RS_GCF_003289965.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium atlanticum,6286,1905097,23,303.1,2860,6536078
RS_GCF_003601975.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium waimense,8078,2337596,20,289.4,3560,8154593
RS_GCF_003601985.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium jarvisii,6489,1948648,22,300.3,2864,6635082
RS_GCF_003606325.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella kosoyi,1953,581660,30,297.8,4532,2276164
RS_GCF_003606345.3,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella krasnovii,1837,559264,31,304.4,4238,2186621
RS_GCF_003627755.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium jaguaris,7614,2324383,30,305.3,11074,8025568
RS_GCF_003863365.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium tamadayense,7419,2151316,20,290,3295,7534097
RS_GCF_003938655.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium pisi,6487,1944122,21,299.7,3287,6677025
RS_GCF_003939025.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sophoriradicis,6394,1935223,22,302.7,2840,6665510
RS_GCF_003985125.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli,6365,1931603,21,303.5,3564,6652103
RS_GCF_003985145.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium anhuiense,6709,2087227,20,311.1,3126,7122203
RS_GCF_003985155.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium vallis,6778,2074083,30,306,3382,7115113
RS_GCF_004310285.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium cavarae,4661,1474522,22,316.4,2831,5024320
RS_GCF_004801285.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium composti,4432,1381371,21,311.7,11899,4653540
RS_GCF_004919685.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium norvegicum,8033,2408134,21,299.8,4313,8273529
RS_GCF_005145045.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium larrymoorei,4935,1533285,30,310.7,2831,5259126
RS_GCF_005221385.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tomkonis,5161,1622290,30,314.3,4789,5515917
RS_GCF_005503535.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium comanense,6932,2173308,27,313.5,5829,7363057
RS_GCF_007827695.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium medicae,6306,1900760,24,301.4,2871,6534206
RS_GCF_007830515.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium tianshanense,7725,2258152,21,292.3,2995,7856320
RS_GCF_008727715.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium terrae,5674,1776264,33,313.1,3407,6024790
RS_GCF_008932245.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium alkalisoli,5743,1775338,30,309.1,3045,6128433
RS_GCF_009176305.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium dioscoreae,6389,1970102,23,308.4,5292,6726518
RS_GCF_009601505.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium terangae,6728,2012486,30,299.1,2875,7081278
RS_GCF_009649785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabacearum,5341,1672912,21,313.2,3191,5672268
RS_GCF_009936175.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella quintana,1329,397392,30,299,2856,1588683
RS_GCF_012349115.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium ruizarguesonis,7448,2233595,23,299.9,2840,7707911
RS_GCF_013087515.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sophorae,7209,2185848,23,303.2,2840,7500905
RS_GCF_013283645.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium psoraleae,7024,2115324,29,301.2,2936,7427611
RS_GCF_013388295.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella alsatica,1372,426813,30,311.1,3950,1659117
RS_GCF_013488225.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium mexicanum,6613,2044920,30,309.2,3304,7141863
RS_GCF_013520985.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium neociceri,7044,2111471,23,299.8,10069,7290551
RS_GCF_014196505.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium metallidurans,4970,1521899,20,306.2,8398,5179475
RS_GCF_014196515.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium skierniewicense,4600,1421359,26,309,5136,4798976
RS_GCF_014197255.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella fuyuanensis,1622,475861,26,293.4,2854,1944744
RS_GCF_014203215.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella callosciuri,1578,440129,21,278.9,1993,1745037
RS_GCF_014207355.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sangaii,6917,2076370,21,300.2,4896,7212754
RS_GCF_014843825.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium silamurunense,7259,2019425,21,278.2,3291,7043511
RS_GCF_014873945.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium viscosum,6803,2078471,30,305.5,2863,7069622
RS_GCF_015353075.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium yanglingense,7362,2186097,30,296.9,7049,7601978
RS_GCF_015704895.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium leguminum,5081,1609540,21,316.8,2832,5470948
RS_GCF_016836705.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium caraganae,7186,2083938,20,290,3871,7297467
RS_GCF_017352135.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium lentis,6178,1875900,30,303.6,2840,6423001
RS_GCF_017357225.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium binae,6710,2044947,30,304.8,2840,7055288
RS_GCF_017357245.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium bangladeshense,6051,1853646,25,306.3,2840,6348611
RS_GCF_017874595.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium kostiense,5862,1825179,30,311.4,3494,6333755
RS_GCF_017876815.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,7022,2103078,30,299.5,10372,7343325
RS_GCF_019511345.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium mesosinicum,6080,1848345,27,304,2846,6288084
RS_GCF_019511525.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium cauense,6854,2035711,22,297,4388,6986622
RS_GCF_019793435.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium redzepovicii,6723,2029508,20,301.9,2840,7006639
RS_GCF_019793465.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium croatiense,6134,1860499,20,303.3,2840,6408074
RS_GCF_021310995.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vaccinii,4609,1435968,30,311.6,2831,4872905
RS_GCF_023920105.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella taylorii,1664,522164,30,313.8,4263,1939282
RS_GCF_024707545.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium onobrychidis,7356,2145340,24,291.6,4172,7548464
RS_GCF_900094545.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium miluonense,6478,1984321,20,306.3,4193,6808054
RS_GCF_900094555.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium hainanense,6781,2129240,25,314,5980,7252624
RS_GCF_900094565.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium lusitanum,7609,2293974,25,301.5,4679,7921970
RS_GCF_900094585.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium multihospitium,6859,2145469,24,312.8,5143,7319877
RS_GCF_900094625.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium aethiopicum,6270,1903656,24,303.6,2840,6557588
RS_GCF_900099775.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium loessense,6518,1960540,30,300.8,2839,6728492
RS_GCF_900099905.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium muleiense,6564,1946391,22,296.5,3779,6809960
RS_GCF_900102105.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium pusense,5065,1551153,22,306.2,2832,5283618
